time	V(buff)	V(n009)
4.689133641564967e-004	-6.355584e-001	9.992745e-001
4.690267283129934e-004	-6.353892e-001	9.985490e-001
4.691400924694900e-004	-6.348798e-001	9.978234e-001
4.692534566259867e-004	-6.340304e-001	9.970979e-001
4.693668207824834e-004	-6.328409e-001	9.963724e-001
4.694801849389801e-004	-6.313113e-001	9.956468e-001
4.695935490954767e-004	-6.294416e-001	9.949213e-001
4.698257048769504e-004	-6.233194e-001	9.934355e-001
4.701547404936814e-004	-6.103737e-001	9.913297e-001
4.705334514112249e-004	-5.896158e-001	9.889059e-001
4.710913438345499e-004	-5.496701e-001	9.853354e-001
4.719279865466551e-004	-4.786977e-001	9.799809e-001
4.726339483629088e-004	-4.136362e-001	9.754627e-001
4.734610389824675e-004	-3.365223e-001	9.701694e-001
4.744031882613019e-004	-2.527382e-001	9.641396e-001
4.755209427411669e-004	-1.611815e-001	9.569860e-001
4.767017300519898e-004	-7.165942e-002	9.494289e-001
4.774624381028369e-004	-1.646249e-002	9.445604e-001
4.779188632735743e-004	1.485909e-002	9.416393e-001
4.782381384428481e-004	3.473436e-002	9.395959e-001
4.785282826960562e-004	5.113741e-002	9.377390e-001
4.788220103833571e-004	6.672607e-002	9.358591e-001
4.794338819506646e-004	9.785064e-002	9.319432e-001
4.799204731412834e-004	1.223217e-001	9.288290e-001
4.806261756461428e-004	1.571788e-001	9.243125e-001
4.813895427104763e-004	1.930341e-001	9.194269e-001
4.822251593324370e-004	2.290839e-001	9.140790e-001
4.831370787072730e-004	2.639974e-001	9.082427e-001
4.847837317439842e-004	3.188888e-001	8.977041e-001
4.864779949531038e-004	3.674067e-001	8.868608e-001
4.882925886285239e-004	4.106713e-001	8.752474e-001
4.906985534937001e-004	4.575266e-001	8.598493e-001
4.931399597437001e-004	4.955472e-001	8.442243e-001
4.955813659937000e-004	5.253563e-001	8.285993e-001
4.980227722437000e-004	5.486935e-001	8.129743e-001
5.004641784936999e-004	5.669617e-001	7.973493e-001
5.029055847436999e-004	5.812614e-001	7.817243e-001
5.077883972436998e-004	6.012138e-001	7.504743e-001
5.126712097436997e-004	6.134365e-001	7.192243e-001
5.199954284936995e-004	6.234964e-001	6.723493e-001
5.266221026008422e-004	6.267534e-001	6.299386e-001
5.332487767079849e-004	6.293615e-001	5.875278e-001
5.398754508151276e-004	6.313208e-001	5.451171e-001
5.465021249222704e-004	6.326313e-001	5.027064e-001
5.531287990294131e-004	6.332929e-001	4.602957e-001
5.597554731365558e-004	6.333057e-001	4.178850e-001
5.663821472436985e-004	6.326696e-001	3.754742e-001
5.758266272907310e-004	6.326724e-001	3.150296e-001
5.852711073377635e-004	6.326824e-001	2.545849e-001
5.947155873847960e-004	6.326997e-001	1.941402e-001
6.041600674318285e-004	6.327243e-001	1.336956e-001
6.136045474788610e-004	6.327561e-001	7.325089e-002
6.230490275258935e-004	6.327953e-001	1.280622e-002
6.324935075729260e-004	6.328417e-001	-4.763845e-002
6.422591325729258e-004	6.328016e-001	-1.101384e-001
6.520247575729256e-004	6.327709e-001	-1.726384e-001
6.617903825729254e-004	6.327496e-001	-2.351384e-001
6.715560075729252e-004	6.327376e-001	-2.976384e-001
6.813216325729250e-004	6.327350e-001	-3.601384e-001
6.910872575729248e-004	6.327418e-001	-4.226384e-001
7.008528825729245e-004	6.327579e-001	-4.851384e-001
7.092234182872100e-004	6.327567e-001	-5.387099e-001
7.175939540014956e-004	6.327557e-001	-5.922813e-001
7.259644897157811e-004	6.327549e-001	-6.458528e-001
7.343350254300667e-004	6.327543e-001	-6.994242e-001
7.427055611443522e-004	6.327538e-001	-7.529956e-001
7.510760968586378e-004	6.327535e-001	-8.065671e-001
7.594466325729233e-004	6.327533e-001	-8.601385e-001
7.625692742217986e-004	6.327532e-001	-8.801339e-001
7.656919158706740e-004	6.327531e-001	-9.001227e-001
7.688145575195493e-004	6.327530e-001	-9.201049e-001
7.719371991684246e-004	6.327530e-001	-9.400804e-001
7.750598408172999e-004	6.327529e-001	-9.600493e-001
7.781824824661753e-004	6.327529e-001	-9.800116e-001
7.813051241150506e-004	6.327529e-001	-9.999672e-001
7.814228858892694e-004	6.329252e-001	-9.992135e-001
7.815406476634882e-004	6.327188e-001	-9.984599e-001
7.816584094377070e-004	6.321338e-001	-9.977062e-001
7.817761712119259e-004	6.311701e-001	-9.969525e-001
7.818939329861447e-004	6.298278e-001	-9.961988e-001
7.820116947603635e-004	6.281068e-001	-9.954452e-001
7.821294565345823e-004	6.260071e-001	-9.946915e-001
7.823909717349482e-004	6.185021e-001	-9.930178e-001
7.827193195589983e-004	6.046054e-001	-9.909164e-001
7.831395834148575e-004	5.801203e-001	-9.882267e-001
7.837211223302445e-004	5.364754e-001	-9.845048e-001
7.847482624643330e-004	4.465027e-001	-9.779311e-001
7.856304030896652e-004	3.647595e-001	-9.722854e-001
7.866080420462360e-004	2.756314e-001	-9.660285e-001
7.875515481140218e-004	1.958384e-001	-9.599901e-001
7.888390346097522e-004	9.565686e-002	-9.517502e-001
7.896318094035834e-004	3.692248e-002	-9.466764e-001
7.900757916973802e-004	5.440121e-003	-9.438350e-001
7.905846218401807e-004	-2.813133e-002	-9.405784e-001
7.908436039862013e-004	-4.354201e-002	-9.389209e-001
7.911436320731705e-004	-5.987909e-002	-9.370008e-001
7.917122458531635e-004	-8.915562e-002	-9.333616e-001
7.924876736829338e-004	-1.283765e-001	-9.283989e-001
7.929430999693544e-004	-1.509467e-001	-9.254842e-001
7.938539525421955e-004	-1.939210e-001	-9.196547e-001
7.947026595218217e-004	-2.306606e-001	-9.142230e-001
7.957073789447239e-004	-2.692342e-001	-9.077927e-001
7.971017715725853e-004	-3.160864e-001	-8.988687e-001
7.987596947526722e-004	-3.641353e-001	-8.882580e-001
8.006084609863005e-004	-4.090377e-001	-8.764259e-001
8.030498672363005e-004	-4.574361e-001	-8.608009e-001
8.054912734863004e-004	-4.960783e-001	-8.451759e-001
8.079326797363004e-004	-5.263392e-001	-8.295509e-001
8.103740859863003e-004	-5.500298e-001	-8.139259e-001
8.128154922363003e-004	-5.685754e-001	-7.983009e-001
8.152568984863002e-004	-5.830919e-001	-7.826759e-001
8.201397109863001e-004	-6.033469e-001	-7.514259e-001
8.274639297363000e-004	-6.200187e-001	-7.045509e-001
8.326955145577284e-004	-6.249094e-001	-6.710687e-001
8.379270993791568e-004	-6.288824e-001	-6.375866e-001
8.431586842005853e-004	-6.319378e-001	-6.041044e-001
8.483902690220138e-004	-6.340754e-001	-5.706223e-001
8.536218538434423e-004	-6.352954e-001	-5.371401e-001
8.588534386648707e-004	-6.355976e-001	-5.036580e-001
8.640850234862992e-004	-6.349822e-001	-4.701759e-001
8.773383717005846e-004	-6.351641e-001	-3.853544e-001
8.905917199148701e-004	-6.352981e-001	-3.005330e-001
9.038450681291554e-004	-6.353842e-001	-2.157116e-001
9.170984163434409e-004	-6.354225e-001	-1.308901e-001
9.303517645577263e-004	-6.354128e-001	-4.606870e-002
