Freq.	V(vo)/V(Vi)
1.38038426460287e+003	(-9.06632367503399e-002dB,-1.73564059814955e+002°)
1.41253754462274e+003	(-8.66001024380420e-002dB,-1.73710718265634e+002°)
1.44543977074591e+003	(-8.27169415870246e-002dB,-1.73854244933871e+002°)
1.47910838816819e+003	(-7.90059056388354e-002dB,-1.73994702639668e+002°)
1.51356124843619e+003	(-7.54594777238543e-002dB,-1.74132153434278e+002°)
1.54881661891247e+003	(-7.20704595630481e-002dB,-1.74266658578764e+002°)
1.58489319246110e+003	(-6.88319588068395e-002dB,-1.74398278525460e+002°)
1.62181009735891e+003	(-6.57373768038049e-002dB,-1.74527072902123e+002°)
1.65958690743754e+003	(-6.27803967911576e-002dB,-1.74653100498602e+002°)
1.69824365246173e+003	(-5.99549724988019e-002dB,-1.74776419255838e+002°)
1.73780082874936e+003	(-5.72553171576546e-002dB,-1.74897086257023e+002°)
1.77827941003891e+003	(-5.46758929031614e-002dB,-1.75015157720773e+002°)
1.81970085860997e+003	(-5.22114005645590e-002dB,-1.75130688996156e+002°)
1.86208713666285e+003	(-4.98567698297137e-002dB,-1.75243734559429e+002°)
1.90546071796323e+003	(-4.76071497760113e-002dB,-1.75354348012375e+002°)
1.94984459975803e+003	(-4.54578997568738e-002dB,-1.75462582082083e+002°)
1.99526231496886e+003	(-4.34045806338894e-002dB,-1.75568488622087e+002°)
2.04173794466951e+003	(-4.14429463446009e-002dB,-1.75672118614731e+002°)
2.08929613085402e+003	(-3.95689357954426e-002dB,-1.75773522174672e+002°)
2.13796208950221e+003	(-3.77786650699622e-002dB,-1.75872748553415e+002°)
2.18776162394953e+003	(-3.60684199424901e-002dB,-1.75969846144799e+002°)
2.23872113856832e+003	(-3.44346486868265e-002dB,-1.76064862491346e+002°)
2.29086765276775e+003	(-3.28739551708682e-002dB,-1.76157844291390e+002°)
2.34422881531990e+003	(-3.13830922268872e-002dB,-1.76248837406928e+002°)
2.39883291901947e+003	(-2.99589552885600e-002dB,-1.76337886872099e+002°)
2.45470891568501e+003	(-2.85985762850225e-002dB,-1.76425036902261e+002°)
2.51188643150955e+003	(-2.72991177832878e-002dB,-1.76510330903575e+002°)
2.57039578276884e+003	(-2.60578673696519e-002dB,-1.76593811483059e+002°)
2.63026799189535e+003	(-2.48722322619577e-002dB,-1.76675520459060e+002°)
2.69153480392689e+003	(-2.37397341437346e-002dB,-1.76755498872087e+002°)
2.75422870333814e+003	(-2.26580042124645e-002dB,-1.76833786995972e+002°)
2.81838293126442e+003	(-2.16247784334725e-002dB,-1.76910424349310e+002°)
2.88403150312658e+003	(-2.06378929919802e-002dB,-1.76985449707143e+002°)
2.95120922666635e+003	(-1.96952799357951e-002dB,-1.77058901112857e+002°)
3.01995172040198e+003	(-1.87949630008981e-002dB,-1.77130815890248e+002°)
3.09029543251356e+003	(-1.79350536132913e-002dB,-1.77201230655747e+002°)
3.16227766016835e+003	(-1.71137470599760e-002dB,-1.77270181330750e+002°)
